"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","RamGB","OpSys","Weight","Price_euros","Procesor","TaktGHz","Karta Graficzna","Memory","Memory_type"
"1012","Asus","Rog GL553VE-DS74","Gaming","15.6","Full HD 1920x1080","16","Windows 10","2.5","1799","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1013","HP","EliteBook 840","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.48","2089","Intel Core-i7","2.7","Intel HD","512","SSD"
"1014","Acer","Nitro 5","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.7","1260","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1015","HP","ENVY -","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.34","1189","Intel Core-i5","2.5","Intel HD","256","SSD"
"1016","Dell","Vostro 3568","Notebook","15.6","1366x768","4","Windows 10","2.18","547","Intel Core-i3","2.4","Intel HD","128","SSD"
"1017","HP","Probook 440","Notebook","14","1366x768","4","Windows 10","1.64","779","Intel Core-i5","2.5","Intel HD","500","HDD"
"1018","Toshiba","Portege Z30-C-16H","Notebook","13.3","Full HD 1920x1080","4","Windows 10","1.2","1195","Intel Core-i5","2.3","Intel HD","128","SSD"
"1019","HP","EliteBook 840","Notebook","14","1366x768","4","Windows 10","1.48","1099.99","Intel Core-i5","2.4","Intel HD","256","SSD"
"1020","HP","ProBook 640","Notebook","14","Full HD 1920x1080","4","Windows 10","1.95","1205","Intel Core-i5","2.5","Intel HD","256","SSD"
"1021","HP","EliteBook 1040","Ultrabook","14","Full HD 1920x1080","8","Windows 7","1.43","1449","Intel Core-i7","2.6","Intel HD","256","SSD"
"1022","HP","ProBook 440","Notebook","14","Full HD 1920x1080","8","Windows 10","1.64","1049.26","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"1023","HP","Probook 440","Notebook","14","1366x768","4","Windows 10","1.64","684","Intel Core-i3","2.4","Intel HD","500","HDD"
"1024","Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.65","949","Intel Core-i5","2.5","Nvidia GeForce","1024","Hybrid"
"1025","HP","EliteBook 820","Ultrabook","12.5","Full HD 1920x1080","4","Windows 10","1.26","1539","Intel Core-i5","2.5","Intel HD","500","HDD"
"1026","HP","Elitebook 840","Notebook","14","Full HD 1920x1080","4","Windows 10","1.48","1590","Intel Core-i5","2.5","Intel HD","256","SSD"
"1027","HP","EliteBook 840","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.54","1887.21","Intel Core-i7","2.5","Intel HD","256","SSD"
"1028","HP","Probook 430","Notebook","13.3","1366x768","4","Windows 10","1.49","800","Intel Core-i3","2.4","Intel HD","500","HDD"
"1029","Toshiba","Portege A30-C-1CZ","Notebook","13.3","1366x768","8","Windows 10","1.5","1210","Intel Core-i5","2.3","Intel HD","256","SSD"
"1030","HP","ProBook 450","Notebook","15.6","1366x768","4","Windows 10","2.04","769.99","Intel Core-i3","2.4","Intel HD","256","SSD"
"1031","Lenovo","ThinkPad P70","Notebook","17.3","IPS Panel 4K Ultra HD 3840x2160","16","Windows 7","2.4","2968","Intel Core-i7","2.7","Nvidia Quadro","512","SSD"
"1032","Toshiba","Tecra Z40-C-12Z","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.47","1490","Intel Core-i5","2.3","Intel HD","256","SSD"
"1033","HP","EliteBook 1040","Notebook","14","Full HD 1920x1080","8","Windows 10","1.43","2229","Intel Core-i7","2.5","Intel HD","256","SSD"
"1034","Dell","Inspiron 5568","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","4","Windows 10","2.08","795.99","Intel Core-i3","2.3","Intel HD","1024","HDD"
"1035","Toshiba","","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.2","1590","Intel Core-i5","2.3","Intel HD","256","SSD"
"1036","HP","Spectre 13-V100nv","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.11","1149","Intel Core-i5","2.5","Intel HD","256","SSD"
"1037","HP","ProBook 440","Notebook","14","Full HD 1920x1080","8","Windows 10","1.64","1185.43","Intel Core-i7","2.7","Nvidia GeForce","256","SSD"
"1038","Dell","Latitude E5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.09","1046.44","Intel Core-i5","2.4","Intel HD","500","HDD"
"1039","HP","Elitebook 820","Ultrabook","12.5","1366x768","4","Windows 10","1.26","1559","Intel Core-i5","2.5","Intel HD","256","SSD"
"1040","HP","ProBook 650","Notebook","14","1366x768","4","Windows 10","2.31","1189","Intel Core-i5","2.5","Intel HD","500","HDD"
"1041","HP","ProBook 640","Notebook","14","1366x768","4","Windows 10","1.95","1060","Intel Core-i5","2.5","Intel HD","500","HDD"
"1042","Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","8","Windows 10","1.29","1624","Intel Core-i5","2.5","Intel HD","256","SSD"
"1043","HP","Probook 470","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.63","1080","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"1044","HP","ProBook 440","Notebook","14","1366x768","4","Windows 10","1.64","973","Intel Core-i5","2.5","Intel HD","256","SSD"
"1045","Acer","Aspire 3","Notebook","15.6","1366x768","6","Windows 10","2.1","409","AMD Series","3","AMD Radeon","1024","HDD"
"1046","MSI","GL72M 7RDX","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.7","1191.8","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1047","HP","Probook 640","Notebook","14","Full HD 1920x1080","8","Windows 7","1.95","1195","Intel Core-i5","2.3","Intel HD","256","SSD"
"1048","HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.84","1228.99","Intel Core-i7","2.5","Intel HD","256","SSD"
"1049","HP","EliteBook 820","Ultrabook","12.5","Full HD 1920x1080","8","Windows 10","1.26","1349","Intel Core-i7","2.5","Intel HD","256","SSD"
"1050","HP","ProBook 450","Notebook","15.6","1366x768","4","Windows 10","2.04","742","Intel Core-i5","2.5","Intel HD","500","HDD"
"1051","Toshiba","Tecra Z40-C-136","Ultrabook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.47","1725","Intel Core-i7","2.6","Intel HD","256","SSD"
"1052","Dell","Latitude E5570","Notebook","15.6","Full HD 1920x1080","8","Windows 7","2.09","1062.95","Intel Core-i5","2.4","Intel HD","256","SSD"
"1053","HP","ProBook 440","Notebook","14","Full HD 1920x1080","8","Windows 10","1.64","1010.51","Intel Core-i5","2.5","Intel HD","256","SSD"
"1054","Lenovo","Yoga 500-15ISK","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","4","Windows 10","1.8","847","Intel Core-i7","2.5","Intel HD","256","SSD"
"1055","Vero","V142 (X5-Z8350/2GB/32GB/W10)","Notebook","14","1366x768","2","Windows 10","1.45","210.8","Intel","1.44","Intel HD","32","Flash_Storage"
"1056","Toshiba","Tecra A50-C-218","Notebook","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.4","1425","Intel Core-i7","2.5","Nvidia GeForce","256","SSD"
"1057","Lenovo","Thinkpad L560","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.3","1049.6","Intel Core-i5","2.3","Intel HD","256","SSD"
"1058","HP","EliteBook 840","Notebook","14","Full HD 1920x1080","4","Windows 10","1.54","1000","Intel Core-i5","2.3","Intel HD","500","HDD"
"1059","HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.84","2103.34","Intel Core-i5","2.4","Intel HD","756","Hybrid"
"1060","HP","EliteBook 1040","Notebook","14","Full HD 1920x1080","8","Windows 7","1.43","1469","Intel Core-i5","2.3","Intel HD","256","SSD"
"1061","MSI","GT72S Dominator","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","3.78","1545.64","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"1062","Lenovo","IdeaPad Y900-17ISK","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.6","2289.99","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1063","Asus","Chromebook C202SA","Netbook","11.6","1366x768","4","Chrome OS","1.2","287.9","Intel","1.6","Intel HD","16","Flash_Storage"
"1064","Lenovo","ThinkPad X1","Notebook","14","IPS Panel 2560x1440","16","Windows 7","1.1","2620","Intel Core-i7","2.6","Intel HD","256","SSD"
"1065","HP","Noteb Pav","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","1.91","979","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"1066","Dell","Inspiron 5578","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","2.3","1094","Intel Core-i5","2.7","Intel HD","256","SSD"
"1067","HP","ProBook 450","Notebook","15.6","1366x768","4","Windows 10","2.04","979","Intel Core-i5","2.5","Intel HD","256","SSD"
"1068","Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","16","Windows 10","1.2","2254","Intel Core-i7","2.7","Intel HD","1024","SSD"
"1069","HP","ProBook 650","Notebook","15.6","1366x768","4","Windows 10","2.31","705.15","Intel Core-i3","2.3","Intel HD","500","HDD"
"1070","HP","250 G5","Notebook","15.6","1366x768","4","No OS","1.96","499","Intel Core-i5","2.5","Intel HD","500","HDD"
"1071","Acer","Aspire ES1-523","Notebook","15.6","1366x768","8","Windows 10","2.4","449","AMD Series","2.2","AMD Radeon","1024","HDD"
"1072","Dell","Inspiron 7378","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","12","Windows 10","1.6","1299","Intel Core-i7","2.7","Intel HD","256","SSD"
"1073","MSI","GT62VR 6RD","Gaming","15.6","Full HD 1920x1080","16","Windows 10","2.94","1819","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1074","HP","ProBook 450","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.04","1070","Intel Core-i7","2.7","Intel HD","256","SSD"
"1075","Asus","Rog G752VL-GC088D","Gaming","17.3","IPS Panel Full HD 1920x1080","16","No OS","4","998","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1076","Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.25","559","Intel Core-i5","2.5","Intel HD","1024","HDD"
"1077","Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.32","989.99","Intel Core-i7","2.7","AMD Radeon","2048","HDD"
"1079","MSI","GS63VR 6RF","Gaming","15.6","Full HD 1920x1080","16","Windows 10","1.8","1929","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1080","Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.29","1458","Intel Core-i7","2.7","Intel HD","256","SSD"
"1081","Asus","ROG G701VO","Gaming","17.3","IPS Panel Full HD 1920x1080","64","Windows 10","3.58","3975","Intel Core-i7","2.7","Nvidia GeForce","1024","SSD"
"1082","Dell","Inspiron 5368","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.62","798.01","Intel Core-i7","2.5","Intel HD","256","SSD"
"1083","Dell","Alienware 15","Gaming","15.6","4K Ultra HD 3840x2160","16","Windows 10","3.21","1329","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1084","Apple","MacBook 12""","Ultrabook","12","IPS Panel Retina Display 2304x1440","8","Mac OS X","0.92","1300","Intel","1.1","Intel HD","256","Flash_Storage"
"1085","Dell","Latitude 3570","Notebook","15.6","1366x768","4","Windows 10","2.06","481.98","Intel Core-i3","2.3","Intel HD","500","HDD"
"1086","HP","ProBook 650","Notebook","15.6","1366x768","4","Windows 10","2.31","1199","Intel Core-i5","2.3","Intel HD","500","HDD"
"1087","HP","EliteBook 820","Ultrabook","12.5","Full HD 1920x1080","8","Windows 7","1.26","1199","Intel Core-i5","2.3","Intel HD","256","SSD"
"1088","HP","ProBook 430","Notebook","13.3","Full HD 1920x1080","8","Windows 10","1.49","1090","Intel Core-i7","2.7","Intel HD","256","SSD"
"1089","Lenovo","ThinkPad Yoga","Ultrabook","12.5","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.3","1713.49","Intel Core-i7","2.5","Intel HD","256","SSD"
"1090","Lenovo","IdeaPad 300-17ISK","Notebook","17.3","1600x900","8","Windows 10","3","659","Intel Core-i5","2.3","AMD Radeon","1024","HDD"
"1091","Lenovo","Ideapad 700-15ISK","Notebook","15.6","IPS Panel Full HD 1920x1080","4","Windows 10","2.3","977","Intel Core-i5","2.3","Nvidia GeForce","1024","HDD"
"1092","MSI","GT72VR Dominator","Gaming","17.3","Full HD 1920x1080","16","Windows 10","3.78","2499","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1093","Lenovo","V110-15ISK (i5-6200U/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","540","Intel Core-i5","2.3","Intel HD","500","HDD"
"1094","HP","Probook 650","Notebook","15.6","Full HD 1920x1080","4","Windows 7","2.31","940","Intel Core-i5","2.3","Intel HD","500","HDD"
"1095","Lenovo","Yoga 900S-12ISK","Ultrabook","12.5","IPS Panel Touchscreen 2560x1440","8","Windows 10","0.99","1399","Intel","1.2","Intel HD","512","SSD"
"1096","Lenovo","IdeaPad Y900-17ISK","Gaming","17.3","IPS Panel Full HD 1920x1080","32","Windows 10","4.6","3240","Intel Core-i7","2.7","Nvidia GeForce","1024","Hybrid"
"1097","Lenovo","Yoga Book","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","4","Windows 10","0.69","646.27","Intel","1.44","Intel HD","64","Flash_Storage"
"1098","HP","Spectre x360","Ultrabook","13.3","IPS Panel 4K Ultra HD 3840x2160","16","Windows 10","1.3","2049","Intel Core-i7","2.7","Intel HD","512","SSD"
"1099","Dell","Vostro 3568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.18","750","Intel Core-i5","2.5","Intel HD","256","SSD"
"1100","HP","EliteBook 840","Notebook","14","Full HD 1920x1080","4","Windows 7","1.54","1030.99","Intel Core-i5","2.3","Intel HD","500","HDD"
"1101","HP","ZBook 15u","Workstation","15.6","Full HD 1920x1080","8","Windows 7","1.9","1495","Intel Core-i7","2.5","AMD FirePro","256","SSD"
"1102","Lenovo","ThinkPad T460","Notebook","14","Full HD 1920x1080","8","Windows 7","1.7","1199","Intel Core-i5","2.3","Intel HD","180","SSD"
"1103","HP","Chromebook 13","Notebook","13.3","Quad HD+ 3200x1800","4","Chrome OS","1.29","615","Intel","1.5","Intel HD","32","Flash_Storage"
"1104","Acer","Aspire ES1-523","Notebook","15.6","1366x768","4","Windows 10","2.4","387","AMD Series","2.2","AMD Radeon","500","HDD"
"1105","Dell","Inspiron 3552","Notebook","15.6","1366x768","4","Linux","2.2","393.49","Intel","1.6","Intel HD","500","HDD"
"1106","HP","250 G6","Notebook","15.6","1366x768","4","No OS","1.86","345.99","Intel Core-i3","2","Intel HD","1024","HDD"
"1107","Asus","Rog GL702VM-GC354T","Gaming","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","2.7","1599","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1108","Dell","Inspiron 5370","Ultrabook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.4","818.35","Intel Core-i5","1.6","AMD Radeon","256","SSD"
"1109","HP","Elitebook 820","Netbook","12.5","1366x768","4","Windows 7","2.4","1599","Intel Core-i5","2.3","Intel HD","128","SSD"
"1110","Acer","Aspire F5-573G","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.4","799","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"1111","Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.36","638.8","Intel Core-i5","2.5","AMD Radeon","1024","HDD"
"1112","MSI","GS70 Stealth","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.6","1599","Intel Core-i7","2.6","Nvidia GeForce","256","SSD"
"1113","HP","250 G5","Notebook","15.6","1366x768","4","Windows 10","1.96","500","Intel","1.6","Intel HD","1024","HDD"
"1114","Asus","G752VY-GC162T (i7-6700HQ/16GB/1TB","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.3","2299","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1115","Dell","Latitude E5270","Ultrabook","12.5","1366x768","4","Windows 7","1.5","1135.15","Intel Core-i3","2.3","Intel HD","500","HDD"
"1116","Dell","Latitude E5270","Ultrabook","12.5","1366x768","4","Windows 7","1.5","1166.97","Intel Core-i3","2.3","Intel HD","128","SSD"
"1117","Acer","Chromebook 15","Notebook","15.6","1366x768","4","Chrome OS","2.2","209","Intel","1.5","Intel HD","16","SSD"
"1118","HP","ZBook 17","Workstation","17.3","IPS Panel Full HD 1920x1080","8","Windows 7","3","2899","Intel Core-i7","2.6","AMD FirePro","1024","HDD"
"1119","Lenovo","Legion Y520-15IKBN","Gaming","15.6","Full HD 1920x1080","16","Windows 10","2.4","1199","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"1120","Dell","Latitude E5270","Ultrabook","12.5","1366x768","8","Windows 7","1.5","1413.1","Intel Core-i5","2.3","Intel HD","256","SSD"
"1121","MSI","GE72 Apache","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.9","1511.19","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1122","Lenovo","Yoga 500-15ISK","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","4","Windows 10","2.1","867","Intel Core-i5","2.3","Intel HD","256","SSD"
"1123","HP","15-bw011nv (A6-9220/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.1","398","AMD Series","2.5","AMD Radeon","1024","HDD"
"1124","Asus","Rog GL552VW-CN470T","Gaming","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.59","1339","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1125","HP","EliteBook 1030","Notebook","13.3","Quad HD+ / Touchscreen 3200x1800","8","Windows 10","1.16","1699","Intel","1.1","Intel HD","256","SSD"
"1126","Dell","Vostro 3559","Notebook","15.6","1366x768","4","Windows 7","2.24","769.15","Intel Core-i5","2.3","AMD Radeon","500","HDD"
"1127","Lenovo","V110-15ISK (i3-6006U/4GB/128GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","429","Intel Core-i3","2.0","Intel HD","128","SSD"
"1128","HP","Spectre Pro","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.16","1969","Intel Core-i7","2.5","Intel HD","512","SSD"
"1129","Lenovo","Yoga Book","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","4","Android","0.69","549","Intel","1.44","Intel HD","64","Flash_Storage"
"1130","Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.23","1379","Intel Core-i7","2.4","Intel Iris","256","SSD"
"1131","Lenovo","IdeaPad Y900-17ISK","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.6","2749.99","Intel Core-i7","2.7","Nvidia GeForce","1024","Hybrid"
"1132","Razer","Blade Stealth","Ultrabook","12.5","Touchscreen / 4K Ultra HD 3840x2160","8","Windows 10","1.25","1029","Intel Core-i7","2.5","Intel HD","256","SSD"
"1133","Toshiba","Portege X30-D-10K","Ultrabook","13.3","Full HD 1920x1080","16","Windows 10","1.05","2226","Intel Core-i7","2.7","Intel HD","512","SSD"
"1134","Asus","Rog GL752VW-T4308T","Gaming","17.3","Full HD 1920x1080","8","Windows 10","3.52","1312.49","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1135","Vero","V131 (X5-Z8350/4GB/32GB/FHD/W10)","Notebook","13.3","Full HD 1920x1080","4","Windows 10","1.35","196","Intel","1.44","Intel HD","32","Flash_Storage"
"1136","HP","Spectre Pro","Notebook","13.3","Full HD 1920x1080","8","Windows 10","1.16","1690","Intel Core-i5","2.3","Intel HD","256","SSD"
"1137","HP","EliteBook 1040","Notebook","14","Full HD 1920x1080","8","Windows 7","1.43","1513","Intel Core-i5","2.3","Intel HD","256","SSD"
"1138","Dell","Latitude E5570","Notebook","15.6","1366x768","4","Linux","2.09","523.63","Intel Core-i5","2.3","Intel HD","500","HDD"
"1139","Asus","VivoBook Max","Notebook","15.6","1366x768","4","Windows 10","2","435","Intel Core-i3","2.4","Intel HD","1024","HDD"
"1140","Lenovo","ThinkPad Yoga","2 in 1 Convertible","14","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.8","1669","Intel Core-i7","2.5","Intel HD","256","SSD"
"1141","Lenovo","Yoga Book","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","4","Windows 10","0.69","479","Intel","1.44","Intel HD","64","Flash_Storage"
"1142","HP","EliteBook 820","Ultrabook","12.5","1366x768","8","Windows 7","1.26","1895","Intel Core-i5","2.4","Intel HD","256","SSD"
"1143","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","No OS","2.4","989","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"1144","HP","Omen -","Gaming","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","3.35","1129","Intel Core-i5","2.3","Nvidia GeForce","1024","HDD"
"1145","HP","15-bs078cl (i7-7500U/8GB/2TB/W10)","Notebook","15.6","1366x768","8","Windows 10","2.04","629","Intel Core-i7","2.7","Intel HD","2048","HDD"
"1146","Lenovo","ThinkPad P40","2 in 1 Convertible","14","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 7","1.8","2050.38","Intel Core-i7","2.6","Nvidia Quadro","512","SSD"
"1147","Asus","L403NA-GA013TS (N3350/4GB/32GB/W10)","Notebook","14","1366x768","4","Windows 10","1.5","278","Intel","1.1","Intel HD","32","Flash_Storage"
"1148","HP","250 G6","Ultrabook","15.6","Full HD 1920x1080","8","Windows 10","1.84","752","Intel Core-i7","2.7","Intel HD","256","SSD"
"1149","Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.23","616","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"1150","Lenovo","IdeaPad 500-15ISK","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.5","1099","Intel Core-i7","2.5","AMD Radeon","1024","Hybrid"
"1151","HP","ZBook 17","Workstation","17.3","IPS Panel Full HD 1920x1080","8","Windows 7","3","3949.4","Intel Core-i7","2.6","Nvidia Quadro","256","SSD"
"1153","Dell","Inspiron 5567","Notebook","15.6","1366x768","8","Windows 10","2.5","784","Intel Core-i5","2.5","AMD Radeon","1024","HDD"
"1154","MSI","GT72S Dominator","Gaming","17.3","Full HD 1920x1080","16","Windows 10","3.78","2399","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"1155","HP","EliteBook 850","Ultrabook","15.6","Full HD 1920x1080","8","Windows 7","1.88","2171.72","Intel Core-i7","2.5","Intel HD","256","SSD"
"1156","Lenovo","ThinkPad X1","2 in 1 Convertible","14","IPS Panel Touchscreen 2560x1440","16","Windows 10","2.8","2440","Intel Core-i7","2.6","Intel HD","512","SSD"
"1157","MSI","GP62M 7RDX","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.4","1142.8","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1160","HP","Spectre Pro","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.48","1629","Intel Core-i5","2.4","Intel HD","256","SSD"
"1161","HP","ZBook 15","Workstation","15.6","IPS Panel Full HD 1920x1080","8","Windows 7","2.59","2229","Intel Core-i7","2.6","Nvidia Quadro","256","SSD"
"1162","HP","Spectre Pro","2 in 1 Convertible","13.3","Touchscreen 2560x1440","8","Windows 10","1.48","1799","Intel Core-i7","2.6","Intel HD","256","SSD"
"1163","HP","ZBook Studio","Workstation","15.6","Full HD 1920x1080","8","Windows 7","2","1899","Intel Core-i7","2.6","Nvidia Quadro","256","SSD"
"1164","HP","EliteBook 820","Ultrabook","12.5","Full HD 1920x1080","8","Windows 7","1.26","2296.95","Intel Core-i7","2.50","Intel HD","256","SSD"
"1165","Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.18","1009.9","Intel Core-i7","2.7","Nvidia GeForce","256","SSD"
"1166","HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 7","1.88","1579","Intel Core-i5","2.3","Intel HD","256","SSD"
"1167","Lenovo","ThinkPad X1","2 in 1 Convertible","14","IPS Panel Touchscreen 2560x1440","8","Windows 10","1.27","2339","Intel Core-i7","2.5","Intel HD","256","SSD"
"1168","Lenovo","V110-15ISK (i3-6006U/4GB/1TB/No","Notebook","15.6","1366x768","4","No OS","1.9","339","Intel Core-i3","2.0","Intel HD","1024","HDD"
"1169","HP","15-BA015wm (E2-7110/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","1.86","297","AMD Series","1.8","AMD Radeon","500","HDD"
"1170","Lenovo","B51-80 (i5-6200U/8GB/1TB/Radeon","Notebook","15.6","Full HD 1920x1080","8","No OS","2.32","599","Intel Core-i5","2.3","AMD Radeon","1024","HDD"
"1171","Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.62","1199","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1172","Dell","XPS 15","Notebook","15.6","IPS Panel Touchscreen / 4K Ultra HD 3840x2160","8","Windows 10","2.04","2250.68","Intel Core-i5","2.3","Nvidia GeForce","256","SSD"
"1173","HP","15-bw002nv (A6-9220/4GB/256GB/Radeon","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.91","478.89","AMD Series","2.5","AMD Radeon","256","SSD"
"1174","MSI","GP72M 7REX","Gaming","17.3","Full HD 1920x1080","16","Windows 10","2.7","1492.8","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1175","Lenovo","ThinkPad T460s","Ultrabook","14","Full HD 1920x1080","12","Windows 7","1.4","2299","Intel Core-i7","2.6","Intel HD","512","SSD"
"1176","Lenovo","B51-80 (i5-6200U/8GB/1008GB/Radeon","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.5","788.49","Intel Core-i5","2.3","AMD Radeon","1024","Hybrid"
"1177","HP","Spectre Pro","2 in 1 Convertible","13.3","Touchscreen 2560x1440","8","Windows 10","1.48","2041","Intel Core-i7","2.6","Intel HD","512","SSD"
"1178","Lenovo","ThinkPad T460","Ultrabook","14","Full HD 1920x1080","8","Windows 7","1.7","1499","Intel Core-i7","2.6","Intel HD","256","SSD"
"1179","MSI","GS40 Phantom","Gaming","14","Full HD 1920x1080","16","Windows 10","1.7","1769","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"1180","HP","Pavilion 15-cb003nv","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.62","899","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1181","Lenovo","IdeaPad 310-15ISK","Notebook","15.6","1366x768","8","Windows 10","2.2","459","Intel Core-i3","2.0","Intel HD","1024","HDD"
"1182","HP","250 G4","Notebook","15.6","1366x768","4","No OS","2.1","476.99","Intel Core-i5","2.3","Intel HD","500","HDD"
"1183","Dell","Inspiron 7567","Gaming","15.6","4K Ultra HD 3840x2160","8","Windows 10","2.62","1498","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"1184","Lenovo","ThinkPad T570","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","1.95","1390","Intel Core-i5","2.5","Intel HD","256","SSD"
